feature,value,0,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,3,4,5,6,7,8,9
attn_0_0_outputs,0,0.7629571,0.33882105,0.87993425,0.112306416,0.0014738645,0.051545214,0.055038024,0.93911827,-0.455387,0.38610554,-0.09821963,-0.04212859,-0.020907758,-0.21720505,-0.055672616,-0.2001848,-0.26464146,-0.047445524,-0.19639851,-0.4213297,-0.33047336,-0.20634145,-0.4648718,-0.35655004,-0.6951141,-0.4941533,-0.98524714,-1.0169574,-1.4562641
attn_0_0_outputs,1,0.8091133,0.9458309,0.63549584,0.7544214,0.34308597,0.40820372,0.23512687,0.13149916,-0.028991334,-0.062278938,-0.07523266,0.0066463253,-0.23094837,-0.35833943,-0.3829057,-0.29870784,-0.58457494,-0.17241819,-0.6808146,-0.10367417,-0.4262414,-0.26468903,-1.0371306,-0.40568447,-0.5947513,-0.79412305,-1.0589324,-0.95308715,-1.118506
attn_0_0_outputs,10,0.22817138,-0.030566486,-0.20690238,-0.19374427,-0.027021788,-0.5400588,-0.44694957,-0.58246446,-0.5098773,-0.022619158,-0.040838998,0.030505415,0.028356645,-0.001729087,-0.23249085,-0.114399426,0.3040996,0.018316703,0.0960496,-0.11814853,-0.037111223,0.11859855,0.32836974,0.21878047,0.031507395,0.013570978,0.04255292,0.46132517,0.1896511
attn_0_0_outputs,11,-0.20202386,0.15947168,-0.24239004,-0.2544985,-0.08161039,-0.66112936,-0.25963238,-0.36983782,-0.17065673,0.011060293,-0.11864274,-0.13924079,-0.19773704,-0.29588982,-0.2709185,0.29480752,-0.119934455,0.07932745,0.013011717,0.14971389,-0.37027055,0.23413421,-0.18225774,0.27505076,-0.3097962,-0.10087648,0.07621944,-0.29396802,-0.3576955
attn_0_0_outputs,12,2.0608373,1.7112433,1.0081301,1.1152903,4.1480503,1.1463314,0.8352179,0.571457,0.12931111,0.22999227,-0.062722936,-0.3448417,-0.3369677,-0.7335482,-0.739077,-0.5319456,-0.7659116,-0.9578532,-0.96035445,-0.8486329,-1.3598872,-1.1951208,-1.2444987,-1.446432,-1.4093057,-1.2829605,-1.2724153,-1.0567479,-1.5723445
attn_0_0_outputs,13,0.32589132,0.37347874,0.72402865,0.6906912,0.54403704,1.3295133,1.1250393,0.4870547,0.3401003,0.58779526,0.37541956,0.30564594,-0.012292277,-0.25418633,-0.55439836,-0.18324289,-0.30111977,-0.36532438,-0.071812965,-0.41490236,-0.47397578,-0.8103647,-1.021955,-1.0595226,-0.88851273,-0.47930872,-0.31208557,-0.7958675,-0.71744734
attn_0_0_outputs,14,-0.07966258,-0.08209348,-0.42289165,0.34965163,-0.28642905,0.30939507,0.5861119,0.2027253,-0.016512243,0.48309147,-0.009001337,0.34277865,0.39263433,0.6961463,0.1522617,-0.067209855,0.037979726,0.28768873,-0.06916646,-0.13235657,0.023681782,-0.49694547,-0.31681055,-0.23614784,-0.40940106,-0.8989282,-0.7700981,-0.8372542,-1.0300053
attn_0_0_outputs,15,-2.2235994,-2.3416438,-0.036837477,0.03672904,0.1052597,0.08178488,0.3206593,1.931774,-0.38336265,0.37914973,0.67177576,0.566615,0.83439654,0.13629933,0.6019456,0.45635754,0.13815501,0.41227257,0.2953369,0.22796714,-0.09417205,-0.51833785,-0.80522513,-0.49556214,-0.12832579,-0.6004759,-0.16996574,-0.93619657,-0.67866117
attn_0_0_outputs,16,0.05643581,0.47636178,-0.50117767,-0.6049839,-0.6463076,0.5557894,0.07844594,0.4292434,3.5118213,0.46728224,0.24900988,0.1705687,0.2676738,-0.13500415,-0.22834207,-0.027186666,-0.47113037,-0.12586619,-0.9912799,-0.37732327,-0.9937809,-0.74560404,-0.73949736,-0.7995913,-0.56922036,-0.98628575,-0.68537265,0.021246998,-0.27700797
attn_0_0_outputs,17,-1.8081938,-0.54245085,-0.48141754,-0.38140762,0.014296038,-0.1156399,0.25383994,0.2235614,0.278572,0.56208545,0.26089,0.33987913,0.43458247,0.4488432,-0.024977094,0.29255748,-0.19272716,0.47755662,0.68103236,0.1946413,0.6589813,-0.13209741,0.0052569807,0.20703498,0.21086232,0.50274944,0.19180888,-0.53631204,-0.9869002
attn_0_0_outputs,18,-0.6494897,-0.4158091,-0.2889361,-0.4771537,-0.2286667,-0.18896146,0.13412534,0.15145408,0.14981171,0.2536065,0.28723475,0.42326552,0.37024006,0.25048035,0.53166807,0.4077798,0.32453188,0.3646214,0.36621752,0.09447358,0.25803316,0.28737155,0.0748758,0.025299659,0.218116,0.3466631,-0.133013,0.5806686,0.5736069
attn_0_0_outputs,19,-1.3679292,-0.5817395,-0.67221916,-0.7044808,-0.5614223,-0.3183272,-0.10730383,0.40314135,-0.1366241,0.37888643,0.46185586,0.7468199,0.6485495,0.34040263,0.110670574,0.56702197,0.71860594,0.6512633,0.3176728,0.16084069,0.36535117,0.12977642,0.11238362,-0.2792005,-0.19756442,-0.04322226,-0.094234034,-0.21379207,-0.56810254
