epoch,epoch_loss,split,loss,acc,sample_fn
0,2.3810556,train,2.1306238,0.1684275600609268,gumbel_soft
0,2.3810556,val,2.1282964,0.17442836517476412,gumbel_soft
0,2.3810556,test,2.1267982,0.17190944295501936,gumbel_soft
1,2.0955079,train,2.0639708,0.17637113202417706,gumbel_soft
1,2.0955079,val,2.0589838,0.1773830708793607,gumbel_soft
1,2.0955079,test,2.0717788,0.17578194816800716,gumbel_soft
2,2.0531821,train,2.0392382,0.17437872180367125,gumbel_soft
2,2.0531821,val,2.040775,0.1734210791391062,gumbel_soft
2,2.0531821,test,2.0525112,0.17733095025320225,gumbel_soft
3,2.02433,train,1.9921948,0.1874466983714374,gumbel_soft
3,2.02433,val,1.9839154,0.18926904610012424,gumbel_soft
3,2.02433,test,1.9965469,0.19294012511170688,gumbel_soft
4,1.9746773,train,1.9374228,0.19925964270684757,gumbel_soft
4,1.9746773,val,1.9068011,0.20682939932176073,gumbel_soft
4,1.9746773,test,1.9337621,0.20032767351802205,gumbel_soft
5,1.8847157,train,1.7959973,0.233614753518373,gumbel_soft
5,1.8847157,val,1.8133686,0.22522915757311218,gumbel_soft
5,1.8847157,test,1.7926817,0.21980935358951445,gumbel_soft
6,1.7468084,train,1.7317421,0.2464890752609685,gumbel_soft
6,1.7468084,val,1.7100437,0.23929758587113453,gumbel_soft
6,1.7468084,test,1.76178,0.2434614238903783,gumbel_soft
7,1.7120351,train,1.623711,0.270222963738134,gumbel_soft
7,1.7120351,val,1.6527997,0.22885538730148072,gumbel_soft
7,1.7120351,test,1.7700804,0.24086982424784034,gumbel_soft
8,1.6180756,train,1.596034,0.27753715751957964,gumbel_soft
8,1.6180756,val,1.4351629,0.3322029345599839,gumbel_soft
8,1.6180756,test,1.5332466,0.3008340780458743,gumbel_soft
9,1.5234882,train,1.5245402,0.29661588193014277,gumbel_soft
9,1.5234882,val,1.6040806,0.2561192626666219,gumbel_soft
9,1.5234882,test,1.4222656,0.30625558534405717,gumbel_soft
10,1.5741861,train,1.4708922,0.3081606888153166,gumbel_soft
10,1.5741861,val,1.3525662,0.35177785985293625,gumbel_soft
10,1.5741861,test,1.4513282,0.322609472743521,gumbel_soft
11,1.4508153,train,1.5081239,0.29941270450135743,gumbel_soft
11,1.4508153,val,1.4955366,0.30812879830775947,gumbel_soft
11,1.4508153,test,1.4054412,0.3423592493297587,gumbel_soft
12,1.5151997,train,1.4406607,0.3247219004986612,gumbel_soft
12,1.5151997,val,1.4178315,0.32585703253533893,gumbel_soft
12,1.5151997,test,1.3838329,0.30437890974084003,gumbel_soft
13,1.4211332,train,1.4180377,0.3113262003806062,gumbel_soft
13,1.4211332,val,1.3056732,0.35976899573582244,gumbel_soft
13,1.4211332,test,1.4382825,0.3770926422400953,gumbel_soft
14,1.3631442,train,1.2981132,0.35691329105202985,gumbel_soft
14,1.3631442,val,1.3619819,0.3222308028069704,gumbel_soft
14,1.3631442,test,1.3140656,0.35141495382782245,gumbel_soft
15,1.260273,train,1.3274359,0.3403893206812181,gumbel_soft
15,1.260273,val,1.6643821,0.2412450055400732,gumbel_soft
15,1.260273,test,1.1688312,0.44084003574620195,gumbel_soft
16,1.320506,train,1.3304709,0.34097773341923665,gumbel_soft
16,1.320506,val,1.2004367,0.3806533928751301,gumbel_soft
16,1.320506,test,1.3878726,0.30676198987190945,gumbel_soft
17,1.299358,train,1.2960757,0.3676201684052153,gumbel_soft
17,1.299358,val,1.2603447,0.34979686398280896,gumbel_soft
17,1.299358,test,1.2489022,0.38516532618409294,gumbel_soft
18,1.2218071,train,1.1317159,0.41987717815126674,gumbel_soft
18,1.2218071,val,1.1657096,0.3540946177349495,gumbel_soft
18,1.2218071,test,1.1779329,0.3935656836461126,gumbel_soft
19,1.1118716,train,1.1206074,0.4065485123957709,gumbel_soft
19,1.1118716,val,1.277443,0.347043615485344,gumbel_soft
19,1.1118716,test,1.3600787,0.32809055704498064,gumbel_soft
20,1.0495708,train,0.995275,0.5036030969875502,gumbel_soft
20,1.0495708,val,0.99246556,0.47114125507840043,gumbel_soft
20,1.0495708,test,1.1525371,0.392463509085493,gumbel_soft
21,0.97680795,train,0.9371097,0.5126043222267326,gumbel_soft
21,0.97680795,val,0.94573146,0.43964677836349597,gumbel_soft
21,0.97680795,test,0.8738096,0.5698838248436103,gumbel_soft
22,1.0405891,train,1.2738612,0.35571784491972636,gumbel_soft
22,1.0405891,val,1.3867514,0.3278716046066548,gumbel_soft
22,1.0405891,test,1.1870081,0.3620196604110813,gumbel_soft
23,0.972815,train,0.8881348,0.5332099404511412,gumbel_soft
23,0.972815,val,0.9396538,0.4957526105496424,gumbel_soft
23,0.972815,test,0.8613753,0.5315758117366697,gumbel_soft
24,0.82938,train,0.810587,0.5559532100149338,gumbel_soft
24,0.82938,val,0.8612357,0.5102575294631165,gumbel_soft
24,0.82938,test,0.76208633,0.5553768245457253,gumbel_soft
25,0.77487916,train,0.84355396,0.4931829777408675,gumbel_soft
25,0.77487916,val,0.7386947,0.5315448410166874,gumbel_soft
25,0.77487916,test,0.8848306,0.5039618707179029,gumbel_soft
26,0.72048765,train,0.62531817,0.6584599227615178,gumbel_soft
26,0.72048765,val,0.63231677,0.6122956048752645,gumbel_soft
26,0.72048765,test,0.59508127,0.6907953529937444,gumbel_soft
27,0.6375524,train,0.5747875,0.716988369538096,gumbel_soft
27,0.6375524,val,0.6063843,0.6652788503508713,gumbel_soft
27,0.6375524,test,0.55147785,0.7271671134941913,gumbel_soft
28,0.5920521,train,0.51598126,0.749619207579352,gumbel_soft
28,0.5920521,val,0.5076757,0.7642614914548568,gumbel_soft
28,0.5920521,test,0.51112443,0.7615430443848674,gumbel_soft
29,0.5582057,train,0.5028854,0.7030563945195685,gumbel_soft
29,0.5582057,val,0.51195776,0.6977806131014337,gumbel_soft
29,0.5582057,test,0.60033995,0.6528745904081025,gumbel_soft
30,0.5253763,train,0.57445794,0.6672377001255032,gumbel_soft
30,0.5253763,val,0.76585746,0.6189101165094181,gumbel_soft
30,0.5253763,test,0.58188725,0.6572237116473041,gumbel_soft
31,0.5101444,train,0.46910945,0.764508284329973,gumbel_soft
31,0.5101444,val,0.4087439,0.7948158345364805,gumbel_soft
31,0.5101444,test,0.42492974,0.7805778969317844,gumbel_soft
32,0.45017788,train,0.42815098,0.8093766176695132,gumbel_soft
32,0.45017788,val,0.3777836,0.826646073263271,gumbel_soft
32,0.45017788,test,0.39247185,0.8288054810843014,gumbel_soft
33,0.48862186,train,0.5447987,0.6576927517233417,gumbel_soft
33,0.48862186,val,0.49373752,0.6915354396803546,gumbel_soft
33,0.48862186,test,0.540776,0.6599046767947572,gumbel_soft
34,0.46156707,train,0.3861114,0.8345517449416987,gumbel_soft
34,0.46156707,val,0.5226516,0.7863210556357654,gumbel_soft
34,0.46156707,test,0.394693,0.8221924337205838,gumbel_soft
35,0.35746294,train,0.3493849,0.8205043218543194,gumbel_soft
35,0.35746294,val,0.34687814,0.8180841419601786,gumbel_soft
35,0.35746294,test,0.34583288,0.8173666964551684,gumbel_soft
36,0.32432458,train,0.3156818,0.8297625121499782,gumbel_soft
36,0.32432458,val,0.31072402,0.8331598562938589,gumbel_soft
36,0.32432458,test,0.32203582,0.8313077152219244,gumbel_soft
37,0.30807304,train,0.34441063,0.8304700970881018,gumbel_soft
37,0.30807304,val,0.33105963,0.8170097035221435,gumbel_soft
37,0.30807304,test,0.37380022,0.8036937742031576,gumbel_soft
38,0.30942938,train,0.26436773,0.8871588230255587,gumbel_soft
38,0.30942938,val,0.25405514,0.8915824463620186,gumbel_soft
38,0.30942938,test,0.2687306,0.8823652070300864,gumbel_soft
39,0.2792885,train,0.29317966,0.8213720444363342,gumbel_soft
39,0.2792885,val,0.27828977,0.8312460128261089,gumbel_soft
39,0.2792885,test,0.3161015,0.8010723860589812,gumbel_soft
40,0.25566506,train,0.24174961,0.901906382788555,gumbel_soft
40,0.25566506,val,0.22940421,0.9094785615955411,gumbel_soft
40,0.25566506,test,0.24107613,0.9024426571343461,gumbel_soft
41,0.26215222,train,0.23892124,0.8695213374100157,gumbel_soft
41,0.26215222,val,0.2410526,0.8609609508780176,gumbel_soft
41,0.26215222,test,0.22942545,0.8676198987190944,gumbel_soft
42,0.23778369,train,0.22338064,0.8814981435205702,gumbel_soft
42,0.23778369,val,0.2117486,0.8861766779706544,gumbel_soft
42,0.23778369,test,0.22719586,0.8750372356270479,gumbel_soft
43,0.2174276,train,0.19441795,0.8972065291469132,gumbel_soft
43,0.2174276,val,0.19017525,0.8989692106235101,gumbel_soft
43,0.2174276,test,0.20216897,0.8899612749478701,gumbel_soft
44,0.20169567,train,0.185219,0.9204711770861652,gumbel_soft
44,0.20169567,val,0.18781045,0.9146828727797737,gumbel_soft
44,0.20169567,test,0.19260964,0.9145665773011618,gumbel_soft
45,0.28721124,train,0.2922368,0.825967622402884,gumbel_soft
45,0.28721124,val,0.27756208,0.8338649565188194,gumbel_soft
45,0.28721124,test,0.28641176,0.8244861483467382,gumbel_soft
46,0.36874375,train,0.337533,0.8159385369377958,gumbel_soft
46,0.36874375,val,0.32384866,0.81254406876406,gumbel_soft
46,0.36874375,test,0.31846797,0.812719690199583,gumbel_soft
47,0.57287884,train,0.43145525,0.7757775055024039,gumbel_soft
47,0.57287884,val,0.4394384,0.7646979820703086,gumbel_soft
47,0.57287884,test,0.4370553,0.7714328269288054,gumbel_soft
48,0.44403398,train,0.29744363,0.8472286877278703,gumbel_soft
48,0.44403398,val,0.29109368,0.8531041197998859,gumbel_soft
48,0.44403398,test,0.29941896,0.8436103663985701,gumbel_soft
49,0.28083944,train,0.24992251,0.8879297181949881,gumbel_soft
49,0.28083944,val,0.2626573,0.868448443743075,gumbel_soft
49,0.28083944,test,0.2491636,0.8899016979445934,gumbel_soft
50,0.22902286,train,0.22749478,0.8807868344511934,gumbel_soft
50,0.22902286,val,0.21851692,0.8848336299231105,gumbel_soft
50,0.22902286,test,0.23307852,0.8759606791778374,gumbel_soft
51,0.20775057,train,0.19328934,0.9099020925893512,gumbel_soft
51,0.20775057,val,0.1894636,0.9116945908739885,gumbel_soft
51,0.20775057,test,0.19821274,0.9070002978850163,gumbel_soft
52,0.19569209,train,0.30937567,0.9052134113414693,gumbel_soft
52,0.19569209,val,0.17827176,0.9333176644394453,gumbel_soft
52,0.19569209,test,0.19117846,0.9247244563598451,gumbel_soft
53,0.18816091,train,0.17859411,0.9326341897593838,gumbel_soft
53,0.18816091,val,0.16820179,0.93560084612027,gumbel_soft
53,0.18816091,test,0.17880824,0.9344652963955913,gumbel_soft
54,0.17480707,train,0.1746102,0.8823472454463185,gumbel_soft
54,0.17480707,val,0.1707191,0.883289124668435,gumbel_soft
54,0.17480707,test,0.17863229,0.8774203157581174,gumbel_soft
55,0.16420725,train,0.16663644,0.8999586621430886,gumbel_soft
55,0.16420725,val,0.16194084,0.904811469630326,gumbel_soft
55,0.16420725,test,0.17029123,0.8971403038427167,gumbel_soft
56,0.1650862,train,0.23877403,0.8742956736767231,gumbel_soft
56,0.1650862,val,0.20921831,0.8775811704663734,gumbel_soft
56,0.1650862,test,0.21921079,0.877152219243372,gumbel_soft
57,0.21033564,train,0.21703625,0.8779341499111795,gumbel_soft
57,0.21033564,val,0.20967165,0.8818117718161367,gumbel_soft
57,0.21033564,test,0.22461468,0.8751861781352398,gumbel_soft
58,0.19553277,train,0.23254569,0.8604195606269948,gumbel_soft
58,0.19553277,val,0.22090751,0.8659973810563073,gumbel_soft
58,0.19553277,test,0.22668031,0.8553768245457254,gumbel_soft
59,0.19771503,train,0.16763487,0.9026884503517442,gumbel_soft
59,0.19771503,val,0.16406216,0.8980626531914179,gumbel_soft
59,0.19771503,test,0.40709397,0.8565981531128984,gumbel_soft
60,0.16063878,train,0.16532211,0.8824813141714366,gumbel_soft
60,0.16063878,val,0.16100934,0.8817110432125709,gumbel_soft
60,0.16063878,test,0.16661838,0.8834078045874293,gumbel_soft
61,0.1489397,train,0.14626299,0.9199162815294262,gumbel_soft
61,0.1489397,val,0.13941658,0.9232783802840546,gumbel_soft
61,0.1489397,test,0.14451317,0.924396782841823,gumbel_soft
62,0.19456175,train,0.16070448,0.9314983297271329,gumbel_soft
62,0.19456175,val,0.15464117,0.9377497229963402,gumbel_soft
62,0.19456175,test,0.16535643,0.9253500148942508,gumbel_soft
