feature,value,0,1,10,11,12,2,3,4,5,6,7,8,9
attn_0_0_outputs,0,10.599699,5.988851,4.349608,2.321217,0.87019557,-0.78005534,-2.6609163,-4.2666492,-4.96335,-5.292246,-7.115304,-6.5208654,-6.0371003
attn_0_0_outputs,1,5.438447,8.998425,5.806851,3.3230243,1.5768032,-0.10301714,-2.0276978,-3.7275262,-4.72299,-5.4066453,-6.887357,-6.8598995,-6.8981404
attn_0_0_outputs,10,3.6960685,6.570507,8.798344,4.9543624,3.10177,0.14333236,-2.1088858,-3.8184412,-5.0080876,-5.9475656,-7.645033,-8.246838,-7.733882
attn_0_0_outputs,11,1.9229354,2.6035347,4.2163677,7.23642,3.859559,1.3600146,-0.83819205,-3.1126235,-3.8658457,-5.132624,-7.113547,-7.4989414,-6.322637
attn_0_0_outputs,12,-0.42429042,0.92772657,0.82222736,2.7451751,5.6407466,2.9502783,0.99976015,-1.1804421,-1.9029633,-2.9361026,-5.7267127,-6.461275,-5.89745
attn_0_0_outputs,2,-3.6205385,-1.6819347,-1.175514,0.29646787,2.0661235,5.565353,2.0963633,-0.18201281,-1.3336935,-2.0370119,-4.460345,-4.728138,-4.306189
attn_0_0_outputs,3,-5.2324376,-3.5858371,-3.7707183,-1.7944919,-0.17052591,1.6600193,5.0958295,1.6396341,0.36722606,-0.7455443,-2.967571,-3.9512818,-4.3790326
attn_0_0_outputs,4,-5.8597684,-5.019133,-4.6127143,-3.2044115,-2.0616202,0.009972135,1.7714343,5.0294886,2.4209595,0.16683555,-2.0042212,-3.1901748,-3.4372852
attn_0_0_outputs,5,-6.77535,-5.8331385,-5.8369513,-4.80746,-3.0282667,-1.5998427,0.47706303,1.6639156,5.4846716,2.6314197,0.82286376,-0.7524717,-0.8259819
attn_0_0_outputs,6,-7.8929563,-8.350834,-7.9531903,-7.210662,-5.3926125,-4.010297,-1.1199528,0.78961927,3.0264847,6.2765584,3.3122847,2.114708,1.2020342
attn_0_0_outputs,7,-9.821849,-8.635838,-8.302101,-6.408287,-5.204241,-3.821294,-1.8529918,-0.24797848,2.8020926,4.322006,7.7598624,4.4853,3.0948665
attn_0_0_outputs,8,-9.658324,-9.290912,-8.694261,-8.298834,-7.031376,-5.850673,-3.3965414,-1.3813558,0.91204387,2.9936626,5.807861,11.062277,9.909688
attn_0_0_outputs,9,-11.104299,-9.7169285,-9.407344,-8.927872,-7.6472797,-6.58266,-4.4627657,-3.054007,-0.81397146,1.0357864,2.7125528,6.992624,14.331428
attn_0_0_outputs,</s>,-2.7739341,-2.3454618,-1.6873767,-2.2102237,-1.770998,-0.8241576,0.19016689,1.8966163,2.6724932,3.409102,4.3783813,1.95186,-1.9769539
attn_0_0_outputs,<pad>,-0.38174158,-0.37588322,-0.5240097,-0.4663838,-0.1695624,-0.5729105,-0.25960788,0.88659054,0.48532277,0.03671742,0.64684194,0.8569086,0.23588255
attn_0_0_outputs,<s>,0.14829561,0.35158497,-0.14899881,-1.1407644,-0.87238747,-1.1372331,-0.53803027,0.64689136,0.94323087,-0.38030237,1.637438,-1.7702652,0.8538298
attn_0_1_outputs,0,10.217319,4.280942,1.4541975,1.5528655,-0.3018403,0.19608924,-1.6015466,-2.5627348,-2.9142191,-3.9159865,-5.0617986,-5.558962,-6.3787794
attn_0_1_outputs,1,5.808206,8.488288,3.7254963,2.8661306,0.77105427,-0.7362111,-2.0731504,-3.148987,-4.5271535,-4.2805843,-5.701406,-6.583877,-6.863411
attn_0_1_outputs,10,3.801265,4.763869,7.720443,3.2362993,1.8444515,0.33862805,-0.91830945,-1.8809103,-3.3110237,-4.3878913,-5.77713,-6.5555267,-8.659548
attn_0_1_outputs,11,1.75112,2.2159994,4.077537,6.7146144,3.605883,1.1477897,-0.6295895,-2.8892643,-3.513697,-4.2404337,-6.20837,-6.685875,-7.185021
attn_0_1_outputs,12,-1.6231625,-1.3785722,0.7800159,1.9587555,4.509808,2.3478918,1.178867,0.054450568,-0.8084883,-1.4269992,-3.4394872,-4.383864,-6.846831
attn_0_1_outputs,2,-1.5992662,-2.3209243,0.72384965,1.6225495,1.8464751,5.2254105,2.2861888,0.918547,-0.787086,-2.633665,-4.205884,-5.3585715,-7.0748577
attn_0_1_outputs,3,-1.3994199,-1.1948172,-0.7377468,-0.56268936,0.71766645,1.1227056,4.5072637,0.8996513,-0.33769485,-1.6887792,-3.1382442,-4.6039267,-4.6943917
attn_0_1_outputs,4,-2.8518457,-2.8595834,-2.2097025,-2.8861609,-1.2648768,0.25717676,1.5998777,5.010745,0.8373391,0.25793618,-2.263543,-3.2676656,-5.289807
attn_0_1_outputs,5,-3.8905437,-3.6485898,-3.3375788,-1.5792319,-1.4169321,-1.1662683,0.83112144,0.98588544,4.307862,2.1664956,-0.9221046,-1.5923413,-3.8818526
attn_0_1_outputs,6,-4.249742,-4.1840734,-3.5931597,-4.2762485,-2.4977784,-1.759451,-1.3381569,0.48580873,2.3876104,5.391895,1.8868594,0.38335904,-2.1698015
attn_0_1_outputs,7,-4.3183627,-5.0360975,-3.9053075,-3.8854065,-2.3911374,-2.6780677,-1.1784247,0.8983855,1.021264,2.2576127,5.8734784,2.729657,-0.40722978
attn_0_1_outputs,8,-4.91715,-5.090766,-4.9394474,-5.154258,-3.2678711,-2.7538788,-1.8665112,-0.6149312,0.9715953,2.6102042,3.3596385,7.827954,4.316385
attn_0_1_outputs,9,-4.7895613,-5.6979713,-5.1487594,-5.400628,-4.3296323,-4.7023296,-3.1003888,-1.4940444,0.16897629,1.0488782,2.6291242,4.2352276,11.016547
attn_0_1_outputs,</s>,-12.355852,-7.4701705,-7.0587554,-4.5628924,-3.938449,-2.8447978,-2.2865174,-1.8891776,0.35123017,1.6517793,3.6156774,6.5641446,12.003561
attn_0_1_outputs,<pad>,-0.25074613,0.16328163,-0.72075,-0.5627302,-0.33322614,-0.22381194,0.08524255,0.28069237,0.14319585,-0.10243423,0.7372911,0.9496222,1.3099927
attn_0_1_outputs,<s>,-0.97814465,-0.42739347,-0.26681098,0.2103437,-0.0018867665,-0.1195224,0.27300966,-0.44966984,0.11511917,0.052641165,-0.14613949,0.21101145,0.8491142
attn_0_2_outputs,0,8.654567,4.8534794,4.2881465,1.2162368,0.8113372,-1.0253652,-0.69256556,-2.072576,-3.3650508,-3.7153502,-5.1994615,-6.2857537,-6.366124
attn_0_2_outputs,1,7.148722,7.277181,5.9208775,3.1295252,0.9483792,-0.2640809,-1.6999625,-3.918105,-4.4846573,-6.083767,-6.934745,-8.1234865,-8.157508
attn_0_2_outputs,10,4.433027,4.72054,6.2203784,5.0559087,2.3147662,0.7335402,-0.85959566,-2.6190777,-3.9290993,-4.3669963,-5.884604,-7.115807,-7.6661053
attn_0_2_outputs,11,2.1599524,2.7885597,3.8471372,5.7304873,2.6613252,1.1419296,-0.16451451,-1.2013752,-3.047139,-4.3232822,-5.9369845,-6.807056,-6.7669306
attn_0_2_outputs,12,-1.3665168,-1.4346324,0.64160824,2.2040584,4.3336544,2.841752,1.5368905,-0.11257832,-1.2315867,-2.7842684,-3.9307709,-4.8751326,-5.220119
attn_0_2_outputs,2,-0.677719,-0.8419815,-1.1830816,-0.06704044,2.3783119,4.15361,2.4470332,0.39505357,-1.0182605,-1.8015167,-3.4962072,-4.1279078,-4.660854
attn_0_2_outputs,3,-1.4405388,-1.7570708,-1.6454543,-0.27554047,0.4341319,2.1693227,3.3546424,1.2465153,-0.69626355,-1.7254442,-3.1096628,-3.914849,-4.062417
attn_0_2_outputs,4,-2.3865614,-2.6576962,-2.114263,-0.7290693,-0.15233542,-0.028685298,1.2671108,2.9050825,1.7515209,-0.1348403,-1.4987917,-3.468611,-2.978667
attn_0_2_outputs,5,-3.2736523,-3.511869,-3.0848355,-3.7693546,-2.0565064,-1.0719316,-0.64113057,2.2607422,3.8089013,1.7121074,1.1704282,-1.0193684,-1.4462358
attn_0_2_outputs,6,-3.9796853,-3.6938124,-3.9117036,-2.4584296,-2.7562237,-2.0713308,-0.17179647,1.4558004,2.7136865,3.9731429,1.98127,0.19840913,0.31088573
attn_0_2_outputs,7,-4.0824695,-4.6344867,-3.8640606,-3.8437853,-3.4097428,-2.3629217,-1.4738755,-0.14405203,1.8337864,3.4856358,4.696025,2.5125554,2.9124677
attn_0_2_outputs,8,-5.040163,-5.35401,-4.59376,-3.9777224,-4.11296,-3.6769772,-2.2625806,-0.2784144,0.9963106,2.431515,4.7119975,6.27152,5.3156805
attn_0_2_outputs,9,-5.713023,-6.129481,-5.295304,-5.106355,-4.424249,-3.079094,-2.640996,-1.3769958,-0.16107965,2.1030946,2.9496062,5.4200215,7.8428774
attn_0_2_outputs,</s>,-10.825789,-6.379857,-6.6437,-5.389249,-3.778652,-2.8039958,-1.5208745,-0.21706708,1.1586103,3.2089515,4.225112,6.5792627,8.998384
