feature,value,0,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,3,4,5,6,7,8,9
attn_0_0_outputs,0,10.174323,-3.1032577,-2.632235,-0.9986939,-0.7401826,-0.50347567,-0.35593244,-0.22306953,-0.46870884,-0.6255469,-0.5573024,-0.38554963,-0.539345,-0.49139306,-0.42259818,-0.33425793,-1.153124,-3.4272144,-0.066853285,-0.6540539,-0.79400194,-0.30673912,-0.37027377,-0.4937112,-0.7331685,-0.6953328,-1.0926542,-1.7887866,-3.3090408
attn_0_0_outputs,1,-0.8160778,4.836018,2.2049563,0.6540227,0.39563757,-0.07305944,-0.29354566,-0.82721704,-1.1403389,-1.0921241,-1.2601115,-1.2355016,-0.89570194,-1.7546058,-0.6140158,-1.2719514,-1.113839,-0.7898781,-1.9151667,0.3831162,-1.4618715,-0.9409908,-0.94683605,-0.62427014,-0.9909105,-0.9836592,-0.7759581,-1.9252915,-2.6240773
attn_0_0_outputs,10,-0.066841,0.18087277,0.9353658,0.70111805,0.6593935,0.40357667,0.5123096,0.52405363,-0.14149508,-0.1347416,0.17999503,0.5608541,-0.090689756,-0.03242849,0.0614451,0.07271109,0.014097104,-0.45667925,0.29205453,0.12779574,-0.20279326,-0.31352204,-0.30865335,-0.16435274,-0.34192196,-0.5816895,-0.757549,-1.5932671,-2.8235588
attn_0_0_outputs,11,0.82474756,-0.56261414,0.28338036,1.2226381,0.36399484,0.7356295,0.39840356,0.32996053,0.40158597,-0.40731645,0.014015334,0.01030251,0.033547953,0.053183958,-0.41090113,-0.36242917,-0.29112992,-0.5850539,-0.12796117,-0.3831194,-0.15816069,-0.16982096,-0.6338886,-0.4780252,-0.7141216,-0.5264747,-0.81297696,-1.6234225,-2.5158408
attn_0_0_outputs,12,1.2713645,-0.4062323,-0.15094484,0.010257761,0.70421034,0.21506494,0.3898598,0.2967594,0.0049869223,-0.0019975808,-0.20175697,0.36156076,0.3161325,-0.1304983,0.11243294,-0.030663177,0.11519519,-0.039025392,-0.027081288,-0.39806262,-0.21623588,-0.88150465,-0.06488508,-0.088476725,0.071270905,-0.52338725,-0.21205224,-1.7246556,-2.3102188
attn_0_0_outputs,13,-0.6629838,1.2996466,0.7367625,0.60560125,0.5624423,1.2216803,0.085816585,0.17093065,-0.31120643,-0.46930537,-0.43069872,-0.16554627,-0.18801677,-0.03871491,-0.09125306,-0.62271625,-0.4263337,-0.26691884,-0.50918394,-0.047478676,-0.51553136,-0.54926854,-0.4294309,-0.258976,-0.33742192,-0.71992713,-0.50716454,-1.4120638,-1.8610466
attn_0_0_outputs,14,1.3513048,-1.6543981,0.16855946,0.12452978,-0.16268681,0.02893,0.60998017,-0.24682447,-0.009794567,0.40320855,-0.19484556,0.43481696,-0.25401,0.056761112,0.23459871,-0.0020010956,-0.053395048,-0.2639987,0.057666425,0.0593795,-0.2107851,0.031488243,-0.12861767,-0.24756722,-0.15315709,-0.3219093,-0.25774384,-1.1089036,-2.1530008
attn_0_0_outputs,15,0.70209396,-0.9544933,-0.43461657,0.10344621,0.19709346,0.357548,0.50785464,1.1607805,0.6978093,0.008527292,-0.24054173,0.07205788,0.006332369,0.12263474,0.21616378,-0.21719347,-0.19424139,-0.36711097,-0.43349335,-0.42806298,-0.59877586,-0.5441935,-0.108281374,-0.14267467,-0.095774025,-0.39212167,-0.6338427,-1.8066688,-2.1025736
attn_0_0_outputs,16,-2.1849062,-1.3950106,-0.20072474,0.17988785,-0.13081539,0.14719105,0.2916828,0.30666023,4.738027,-0.9357427,-0.49715215,-0.17058742,-0.2708658,-0.19865164,-1.0510409,-0.8652436,-0.77682173,-1.5915598,-0.85698926,0.32745647,-2.5705512,0.34551105,-1.2546328,-1.2340915,-1.9122379,-1.2697886,-1.1900909,-1.9943007,-2.3076627
